HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
ODC1,-0.10,0.34368,Iwamoto_BA46_BPD,BPD,Human
OGDH,0.02,0.81124,Iwamoto_BA46_BPD,BPD,Human
OLR1,-0.37,0.02595,Iwamoto_BA46_BPD,BPD,Human
ONECUT1,0.03,0.90795,Iwamoto_BA46_BPD,BPD,Human
OPLAH,0.01,0.95502,Iwamoto_BA46_BPD,BPD,Human
ORC1,-0.12,0.69090,Iwamoto_BA46_BPD,BPD,Human
ORC2,-0.39,0.12880,Iwamoto_BA46_BPD,BPD,Human
ORC3,-0.01,0.89345,Iwamoto_BA46_BPD,BPD,Human
ORC4,-0.14,0.37576,Iwamoto_BA46_BPD,BPD,Human
ORC5,0.12,0.31062,Iwamoto_BA46_BPD,BPD,Human
ORC6,0.10,0.24453,Iwamoto_BA46_BPD,BPD,Human
OTC,0.64,0.02840,Iwamoto_BA46_BPD,BPD,Human
OXCT1,-0.21,0.15253,Iwamoto_BA46_BPD,BPD,Human
OXSM,0.04,0.57357,Iwamoto_BA46_BPD,BPD,Human
OXT,0.12,0.63829,Iwamoto_BA46_BPD,BPD,Human
OXTR,0.22,0.15021,Iwamoto_BA46_BPD,BPD,Human
PAH,0.24,0.39070,Iwamoto_BA46_BPD,BPD,Human
PAICS,0.27,0.13299,Iwamoto_BA46_BPD,BPD,Human
PAK1,-0.61,0.15003,Iwamoto_BA46_BPD,BPD,Human
PAK4,0.06,0.25533,Iwamoto_BA46_BPD,BPD,Human
PAPSS2,-0.01,0.35574,Iwamoto_BA46_BPD,BPD,Human
PARD3,0.20,0.20261,Iwamoto_BA46_BPD,BPD,Human
PARD6A,-0.14,0.22538,Iwamoto_BA46_BPD,BPD,Human
PARK7,-0.11,0.09299,Iwamoto_BA46_BPD,BPD,Human
PARP1,-0.16,0.01298,Iwamoto_BA46_BPD,BPD,Human
PARVB,-0.07,0.53126,Iwamoto_BA46_BPD,BPD,Human
PAX3,0.02,0.21066,Iwamoto_BA46_BPD,BPD,Human
PAX4,-0.06,0.77180,Iwamoto_BA46_BPD,BPD,Human
PAX6,0.36,0.04843,Iwamoto_BA46_BPD,BPD,Human
PAX8,-0.03,0.43339,Iwamoto_BA46_BPD,BPD,Human
PBX1,-0.13,0.33759,Iwamoto_BA46_BPD,BPD,Human
PC,-0.17,0.14134,Iwamoto_BA46_BPD,BPD,Human
PCBP2,-0.01,0.24113,Iwamoto_BA46_BPD,BPD,Human
PCK1,0.33,0.42337,Iwamoto_BA46_BPD,BPD,Human
PCNA,-0.19,0.11207,Iwamoto_BA46_BPD,BPD,Human
PDCD1,-0.03,0.90051,Iwamoto_BA46_BPD,BPD,Human
PDE10A,-0.19,0.33685,Iwamoto_BA46_BPD,BPD,Human
PDE11A,0.32,0.07412,Iwamoto_BA46_BPD,BPD,Human
PDE1A,-0.11,0.38042,Iwamoto_BA46_BPD,BPD,Human
PDE3B,0.10,0.29698,Iwamoto_BA46_BPD,BPD,Human
PDE7B,0.07,0.62457,Iwamoto_BA46_BPD,BPD,Human
PDE8A,-0.14,0.18970,Iwamoto_BA46_BPD,BPD,Human
PDGFA,0.29,0.13210,Iwamoto_BA46_BPD,BPD,Human
PDGFB,0.09,0.28620,Iwamoto_BA46_BPD,BPD,Human
PDGFRA,0.02,0.64888,Iwamoto_BA46_BPD,BPD,Human
PDGFRB,0.20,0.18213,Iwamoto_BA46_BPD,BPD,Human
PDHA1,-0.08,0.14180,Iwamoto_BA46_BPD,BPD,Human
PDK1,0.26,0.33806,Iwamoto_BA46_BPD,BPD,Human
PDPK1,-0.41,0.05524,Iwamoto_BA46_BPD,BPD,Human
PDYN,-0.10,0.72664,Iwamoto_BA46_BPD,BPD,Human
PECR,-0.02,0.90336,Iwamoto_BA46_BPD,BPD,Human
PER1,0.15,0.22825,Iwamoto_BA46_BPD,BPD,Human
PER2,-0.05,0.71832,Iwamoto_BA46_BPD,BPD,Human
PEX10,-0.03,0.47770,Iwamoto_BA46_BPD,BPD,Human
PFAS,-0.04,0.68869,Iwamoto_BA46_BPD,BPD,Human
PFKFB1,-0.23,0.40514,Iwamoto_BA46_BPD,BPD,Human
PFKFB2,0.17,0.17128,Iwamoto_BA46_BPD,BPD,Human
PFKFB3,0.00,0.97090,Iwamoto_BA46_BPD,BPD,Human
PFKL,-0.10,0.33135,Iwamoto_BA46_BPD,BPD,Human
PGD,-0.09,0.55133,Iwamoto_BA46_BPD,BPD,Human
PGK1,-0.31,0.07911,Iwamoto_BA46_BPD,BPD,Human
PGLS,-0.16,0.08656,Iwamoto_BA46_BPD,BPD,Human
PGM1,0.01,0.92994,Iwamoto_BA46_BPD,BPD,Human
PGM3,0.10,0.26061,Iwamoto_BA46_BPD,BPD,Human
PGR,-0.02,0.95240,Iwamoto_BA46_BPD,BPD,Human
PHGDH,-0.05,0.52370,Iwamoto_BA46_BPD,BPD,Human
PHKA1,0.62,0.04309,Iwamoto_BA46_BPD,BPD,Human
PI4KA,-0.21,0.21254,Iwamoto_BA46_BPD,BPD,Human
PIAS1,0.05,0.32091,Iwamoto_BA46_BPD,BPD,Human
PIAS4,0.18,0.36104,Iwamoto_BA46_BPD,BPD,Human
PIK3C2A,0.19,0.16825,Iwamoto_BA46_BPD,BPD,Human
PIK3C3,-0.04,0.26192,Iwamoto_BA46_BPD,BPD,Human
PIK3CA,-0.17,0.12385,Iwamoto_BA46_BPD,BPD,Human
PIK3R1,0.03,0.79692,Iwamoto_BA46_BPD,BPD,Human
PIK3R4,0.01,0.57289,Iwamoto_BA46_BPD,BPD,Human
PIM1,0.11,0.28802,Iwamoto_BA46_BPD,BPD,Human
PIP5K1C,-0.06,0.52310,Iwamoto_BA46_BPD,BPD,Human
PKIA,0.07,0.49373,Iwamoto_BA46_BPD,BPD,Human
PKLR,0.21,0.33237,Iwamoto_BA46_BPD,BPD,Human
PKM,-0.11,0.14963,Iwamoto_BA46_BPD,BPD,Human
PKMYT1,-0.21,0.19140,Iwamoto_BA46_BPD,BPD,Human
PKN1,-0.08,0.40585,Iwamoto_BA46_BPD,BPD,Human
PLA2G4B,-0.09,0.59585,Iwamoto_BA46_BPD,BPD,Human
PLAT,0.12,0.35846,Iwamoto_BA46_BPD,BPD,Human
PLAU,0.28,0.20358,Iwamoto_BA46_BPD,BPD,Human
PLCB1,-0.27,0.13867,Iwamoto_BA46_BPD,BPD,Human
PLCE1,0.01,0.66898,Iwamoto_BA46_BPD,BPD,Human
PLCG1,-0.09,0.11430,Iwamoto_BA46_BPD,BPD,Human
PLCG2,-0.03,0.82353,Iwamoto_BA46_BPD,BPD,Human
PLD1,-0.33,0.10072,Iwamoto_BA46_BPD,BPD,Human
PLIN1,0.57,0.03093,Iwamoto_BA46_BPD,BPD,Human
PLIN2,0.25,0.12506,Iwamoto_BA46_BPD,BPD,Human
PLK1,0.27,0.15595,Iwamoto_BA46_BPD,BPD,Human
PLTP,0.26,0.17426,Iwamoto_BA46_BPD,BPD,Human
PMAIP1,0.07,0.23149,Iwamoto_BA46_BPD,BPD,Human
PML,0.02,0.45200,Iwamoto_BA46_BPD,BPD,Human
PMVK,-0.07,0.33078,Iwamoto_BA46_BPD,BPD,Human
PNMT,-0.47,0.06124,Iwamoto_BA46_BPD,BPD,Human
PNP,0.14,0.31708,Iwamoto_BA46_BPD,BPD,Human
PNPLA2,0.11,0.53284,Iwamoto_BA46_BPD,BPD,Human
POLR2J2,-0.12,0.21122,Iwamoto_BA46_BPD,BPD,Human
POMC,0.04,0.87256,Iwamoto_BA46_BPD,BPD,Human
PORCN,-0.12,0.09563,Iwamoto_BA46_BPD,BPD,Human
POU5F1,0.17,0.47060,Iwamoto_BA46_BPD,BPD,Human
PPARA,-0.23,0.35094,Iwamoto_BA46_BPD,BPD,Human
PPARD,-0.01,0.48631,Iwamoto_BA46_BPD,BPD,Human
PPARG,0.07,0.79288,Iwamoto_BA46_BPD,BPD,Human
PPARGC1A,0.06,0.77214,Iwamoto_BA46_BPD,BPD,Human
PPAT,0.08,0.14899,Iwamoto_BA46_BPD,BPD,Human
PPIA,-0.13,0.24006,Iwamoto_BA46_BPD,BPD,Human
PPID,-0.32,0.04584,Iwamoto_BA46_BPD,BPD,Human
PPP1CA,-0.25,0.05255,Iwamoto_BA46_BPD,BPD,Human
PPP1R12A,-0.10,0.30422,Iwamoto_BA46_BPD,BPD,Human
PPP1R1A,0.05,0.67168,Iwamoto_BA46_BPD,BPD,Human
PPP2CA,-0.17,0.17559,Iwamoto_BA46_BPD,BPD,Human
PPP2R3B,0.04,0.88870,Iwamoto_BA46_BPD,BPD,Human
PPP3CA,-0.01,0.49846,Iwamoto_BA46_BPD,BPD,Human
PRCC,-0.11,0.34561,Iwamoto_BA46_BPD,BPD,Human
PRDX1,-0.14,0.05201,Iwamoto_BA46_BPD,BPD,Human
PRDX6,0.13,0.28967,Iwamoto_BA46_BPD,BPD,Human
PRKAA1,-0.25,0.10006,Iwamoto_BA46_BPD,BPD,Human
PRKACA,-0.15,0.12801,Iwamoto_BA46_BPD,BPD,Human
PRKAG2,-0.21,0.40973,Iwamoto_BA46_BPD,BPD,Human
PRKCA,0.08,0.50978,Iwamoto_BA46_BPD,BPD,Human
PRKCB,-0.17,0.41208,Iwamoto_BA46_BPD,BPD,Human
PRKCD,-0.31,0.24706,Iwamoto_BA46_BPD,BPD,Human
PRKCE,-0.41,0.04652,Iwamoto_BA46_BPD,BPD,Human
PRKCI,-0.02,0.87893,Iwamoto_BA46_BPD,BPD,Human
PRKCQ,-0.17,0.06179,Iwamoto_BA46_BPD,BPD,Human
PRKCZ,-0.06,0.57990,Iwamoto_BA46_BPD,BPD,Human
PRKDC,-0.02,0.40588,Iwamoto_BA46_BPD,BPD,Human
PRKG1,0.32,0.21068,Iwamoto_BA46_BPD,BPD,Human
PRL,0.03,0.83353,Iwamoto_BA46_BPD,BPD,Human
PRLR,0.16,0.51484,Iwamoto_BA46_BPD,BPD,Human
PRMT1,-0.23,0.03614,Iwamoto_BA46_BPD,BPD,Human
PRNP,-0.19,0.08419,Iwamoto_BA46_BPD,BPD,Human
PRODH,0.36,0.04719,Iwamoto_BA46_BPD,BPD,Human
PRPH,0.17,0.52946,Iwamoto_BA46_BPD,BPD,Human
PSAT1,0.00,0.98889,Iwamoto_BA46_BPD,BPD,Human
PSEN1,-0.21,0.06926,Iwamoto_BA46_BPD,BPD,Human
PSENEN,-0.04,0.66080,Iwamoto_BA46_BPD,BPD,Human
PSMC1,-0.19,0.01981,Iwamoto_BA46_BPD,BPD,Human
PSMD14,-0.11,0.19853,Iwamoto_BA46_BPD,BPD,Human
PSPH,-0.61,0.08188,Iwamoto_BA46_BPD,BPD,Human
PTCH1,0.03,0.37379,Iwamoto_BA46_BPD,BPD,Human
PTCRA,0.18,0.36482,Iwamoto_BA46_BPD,BPD,Human
PTEN,-0.13,0.10035,Iwamoto_BA46_BPD,BPD,Human
PTGDR,-0.01,0.92797,Iwamoto_BA46_BPD,BPD,Human
PTGER4,-0.05,0.37836,Iwamoto_BA46_BPD,BPD,Human
PTGFR,-0.19,0.53257,Iwamoto_BA46_BPD,BPD,Human
PTGIR,0.27,0.25916,Iwamoto_BA46_BPD,BPD,Human
PTGIS,0.07,0.70399,Iwamoto_BA46_BPD,BPD,Human
PTGS1,-0.16,0.23388,Iwamoto_BA46_BPD,BPD,Human
PTGS2,0.20,0.26244,Iwamoto_BA46_BPD,BPD,Human
PTH1R,0.16,0.17635,Iwamoto_BA46_BPD,BPD,Human
PTK2,-0.11,0.32556,Iwamoto_BA46_BPD,BPD,Human
PTK2B,-0.19,0.47176,Iwamoto_BA46_BPD,BPD,Human
PTPN1,0.20,0.23199,Iwamoto_BA46_BPD,BPD,Human
PTPN11,-0.05,0.34980,Iwamoto_BA46_BPD,BPD,Human
PTPN6,0.00,0.98381,Iwamoto_BA46_BPD,BPD,Human
PTPRC,-0.21,0.28280,Iwamoto_BA46_BPD,BPD,Human
PTPRF,0.04,0.16861,Iwamoto_BA46_BPD,BPD,Human
PXN,0.35,0.11103,Iwamoto_BA46_BPD,BPD,Human
PYCARD,-0.62,0.01284,Iwamoto_BA46_BPD,BPD,Human
PYGB,-0.04,0.74808,Iwamoto_BA46_BPD,BPD,Human
RAB3A,0.01,0.96223,Iwamoto_BA46_BPD,BPD,Human
RAB5A,-0.15,0.21346,Iwamoto_BA46_BPD,BPD,Human
RAC1,-0.07,0.47708,Iwamoto_BA46_BPD,BPD,Human
RAD21,0.03,0.08061,Iwamoto_BA46_BPD,BPD,Human
RAD51,-0.27,0.28707,Iwamoto_BA46_BPD,BPD,Human
RAF1,-0.03,0.54366,Iwamoto_BA46_BPD,BPD,Human
RALA,0.04,0.68492,Iwamoto_BA46_BPD,BPD,Human
RALBP1,-0.11,0.26598,Iwamoto_BA46_BPD,BPD,Human
RALGAPA1,-0.18,0.20183,Iwamoto_BA46_BPD,BPD,Human
RALGDS,-0.04,0.50957,Iwamoto_BA46_BPD,BPD,Human
RAN,-0.23,0.09959,Iwamoto_BA46_BPD,BPD,Human
RANBP1,0.06,0.24341,Iwamoto_BA46_BPD,BPD,Human
RAP1A,0.19,0.15494,Iwamoto_BA46_BPD,BPD,Human
RAP1GAP,0.14,0.48785,Iwamoto_BA46_BPD,BPD,Human
RAPGEF1,-0.22,0.40440,Iwamoto_BA46_BPD,BPD,Human
RAPGEF3,-0.35,0.22109,Iwamoto_BA46_BPD,BPD,Human
RAPGEF5,-0.28,0.03223,Iwamoto_BA46_BPD,BPD,Human
RARA,0.38,0.05041,Iwamoto_BA46_BPD,BPD,Human
RARB,-0.17,0.32592,Iwamoto_BA46_BPD,BPD,Human
RASA1,-0.14,0.36276,Iwamoto_BA46_BPD,BPD,Human
RASA2,-0.22,0.05759,Iwamoto_BA46_BPD,BPD,Human
RASGRF1,-0.11,0.21046,Iwamoto_BA46_BPD,BPD,Human
RASGRP1,0.07,0.72326,Iwamoto_BA46_BPD,BPD,Human
RASGRP2,0.00,0.48335,Iwamoto_BA46_BPD,BPD,Human
RASGRP3,-0.19,0.31221,Iwamoto_BA46_BPD,BPD,Human
RASSF1,-0.11,0.24103,Iwamoto_BA46_BPD,BPD,Human
RB1,0.04,0.62282,Iwamoto_BA46_BPD,BPD,Human
RB1CC1,0.15,0.41988,Iwamoto_BA46_BPD,BPD,Human
RBL1,-0.32,0.28863,Iwamoto_BA46_BPD,BPD,Human
RBL2,-0.05,0.61822,Iwamoto_BA46_BPD,BPD,Human
RBX1,-0.26,0.01303,Iwamoto_BA46_BPD,BPD,Human
RCAN1,-0.03,0.80460,Iwamoto_BA46_BPD,BPD,Human
RCAN2,-0.27,0.16137,Iwamoto_BA46_BPD,BPD,Human
REL,0.05,0.66791,Iwamoto_BA46_BPD,BPD,Human
RELA,0.05,0.73327,Iwamoto_BA46_BPD,BPD,Human
RELN,-0.25,0.02706,Iwamoto_BA46_BPD,BPD,Human
REST,0.34,0.16221,Iwamoto_BA46_BPD,BPD,Human
RET,-0.08,0.55564,Iwamoto_BA46_BPD,BPD,Human
RGL1,0.01,0.88183,Iwamoto_BA46_BPD,BPD,Human
RGS9,-0.17,0.44528,Iwamoto_BA46_BPD,BPD,Human
RHEB,-0.11,0.42914,Iwamoto_BA46_BPD,BPD,Human
RHOA,-0.06,0.35637,Iwamoto_BA46_BPD,BPD,Human
RHOB,0.02,0.81348,Iwamoto_BA46_BPD,BPD,Human
RHOD,0.09,0.36262,Iwamoto_BA46_BPD,BPD,Human
RHOG,-0.13,0.21490,Iwamoto_BA46_BPD,BPD,Human
RHOQ,0.17,0.18577,Iwamoto_BA46_BPD,BPD,Human
RIMS1,-0.27,0.15260,Iwamoto_BA46_BPD,BPD,Human
RIPK1,-0.17,0.32557,Iwamoto_BA46_BPD,BPD,Human
RNASEL,-0.29,0.21495,Iwamoto_BA46_BPD,BPD,Human
RND1,0.22,0.14763,Iwamoto_BA46_BPD,BPD,Human
ROCK1,-0.01,0.71217,Iwamoto_BA46_BPD,BPD,Human
ROCK2,-0.11,0.24727,Iwamoto_BA46_BPD,BPD,Human
RORA,0.33,0.10222,Iwamoto_BA46_BPD,BPD,Human
RPE,-0.58,0.06859,Iwamoto_BA46_BPD,BPD,Human
RPIA,-0.03,0.74587,Iwamoto_BA46_BPD,BPD,Human
RPS27A,0.10,0.27749,Iwamoto_BA46_BPD,BPD,Human
RPS6,-0.08,0.55504,Iwamoto_BA46_BPD,BPD,Human
RPS6KA5,0.04,0.62684,Iwamoto_BA46_BPD,BPD,Human
RPS6KA6,0.13,0.50297,Iwamoto_BA46_BPD,BPD,Human
RPS6KB1,-0.07,0.21558,Iwamoto_BA46_BPD,BPD,Human
RRAS,0.10,0.68675,Iwamoto_BA46_BPD,BPD,Human
RRAS2,0.05,0.01678,Iwamoto_BA46_BPD,BPD,Human
RUNX1T1,-0.13,0.24868,Iwamoto_BA46_BPD,BPD,Human
RUNX2,0.14,0.30285,Iwamoto_BA46_BPD,BPD,Human
RUVBL1,-0.08,0.41610,Iwamoto_BA46_BPD,BPD,Human
RXRA,0.01,0.67315,Iwamoto_BA46_BPD,BPD,Human
RYK,-0.04,0.13121,Iwamoto_BA46_BPD,BPD,Human
RYR2,0.15,0.37646,Iwamoto_BA46_BPD,BPD,Human
RYR3,0.06,0.68656,Iwamoto_BA46_BPD,BPD,Human
S100A8,0.11,0.72345,Iwamoto_BA46_BPD,BPD,Human
S100A9,0.05,0.86743,Iwamoto_BA46_BPD,BPD,Human
S1PR1,0.47,0.02125,Iwamoto_BA46_BPD,BPD,Human
SARDH,0.14,0.37731,Iwamoto_BA46_BPD,BPD,Human
SCARB1,0.11,0.39323,Iwamoto_BA46_BPD,BPD,Human
SCD,-0.10,0.50074,Iwamoto_BA46_BPD,BPD,Human
SCN1A,0.04,0.88448,Iwamoto_BA46_BPD,BPD,Human
SCN2A,-0.24,0.24122,Iwamoto_BA46_BPD,BPD,Human
SCNN1A,0.12,0.54305,Iwamoto_BA46_BPD,BPD,Human
SCP2,0.07,0.49604,Iwamoto_BA46_BPD,BPD,Human
SDHA,-0.21,0.09931,Iwamoto_BA46_BPD,BPD,Human
SDHB,0.04,0.11979,Iwamoto_BA46_BPD,BPD,Human
SDHC,-0.11,0.13768,Iwamoto_BA46_BPD,BPD,Human
SDHD,0.21,0.42616,Iwamoto_BA46_BPD,BPD,Human
SDS,0.52,0.00215,Iwamoto_BA46_BPD,BPD,Human
SEC24B,0.08,0.55903,Iwamoto_BA46_BPD,BPD,Human
SELE,0.76,0.09521,Iwamoto_BA46_BPD,BPD,Human
SELP,0.11,0.35102,Iwamoto_BA46_BPD,BPD,Human
SEMA6C,-0.02,0.94389,Iwamoto_BA46_BPD,BPD,Human
SENP2,-0.20,0.00847,Iwamoto_BA46_BPD,BPD,Human
SERPINB5,0.73,0.01541,Iwamoto_BA46_BPD,BPD,Human
SERPINB6,-0.04,0.66524,Iwamoto_BA46_BPD,BPD,Human
SERPINE1,0.33,0.19582,Iwamoto_BA46_BPD,BPD,Human
SFN,0.13,0.36851,Iwamoto_BA46_BPD,BPD,Human
SGK1,-0.03,0.85189,Iwamoto_BA46_BPD,BPD,Human
SH2B2,0.23,0.03092,Iwamoto_BA46_BPD,BPD,Human
SH2B3,0.11,0.15566,Iwamoto_BA46_BPD,BPD,Human
SHC1,0.07,0.49988,Iwamoto_BA46_BPD,BPD,Human
SHC2,0.11,0.28716,Iwamoto_BA46_BPD,BPD,Human
SHH,-0.03,0.91823,Iwamoto_BA46_BPD,BPD,Human
SHMT1,0.16,0.38828,Iwamoto_BA46_BPD,BPD,Human
SIAH1,0.09,0.31124,Iwamoto_BA46_BPD,BPD,Human
SIRT1,0.19,0.07505,Iwamoto_BA46_BPD,BPD,Human
SIRT3,-0.08,0.26853,Iwamoto_BA46_BPD,BPD,Human
SIRT6,0.00,0.98359,Iwamoto_BA46_BPD,BPD,Human
SKIL,-0.19,0.47189,Iwamoto_BA46_BPD,BPD,Human
SKP1,-0.13,0.16840,Iwamoto_BA46_BPD,BPD,Human
SKP2,0.18,0.24604,Iwamoto_BA46_BPD,BPD,Human
SLC10A1,0.19,0.49112,Iwamoto_BA46_BPD,BPD,Human
SLC11A2,-0.18,0.25433,Iwamoto_BA46_BPD,BPD,Human
SLC16A10,0.22,0.42566,Iwamoto_BA46_BPD,BPD,Human
SLC16A3,0.07,0.70173,Iwamoto_BA46_BPD,BPD,Human
SLC18A1,0.19,0.51519,Iwamoto_BA46_BPD,BPD,Human
SLC1A1,-0.07,0.60407,Iwamoto_BA46_BPD,BPD,Human
SLC1A2,0.32,0.15530,Iwamoto_BA46_BPD,BPD,Human
SLC1A5,-0.16,0.45224,Iwamoto_BA46_BPD,BPD,Human
SLC22A7,-0.02,0.48329,Iwamoto_BA46_BPD,BPD,Human
SLC25A4,-0.30,0.11131,Iwamoto_BA46_BPD,BPD,Human
SLC26A4,0.02,0.85413,Iwamoto_BA46_BPD,BPD,Human
SLC27A2,0.00,0.59068,Iwamoto_BA46_BPD,BPD,Human
SLC27A5,-0.06,0.67621,Iwamoto_BA46_BPD,BPD,Human
SLC29A1,-0.16,0.17602,Iwamoto_BA46_BPD,BPD,Human
SLC2A1,0.15,0.32846,Iwamoto_BA46_BPD,BPD,Human
SLC2A2,0.30,0.19217,Iwamoto_BA46_BPD,BPD,Human
SLC2A4,-0.07,0.81537,Iwamoto_BA46_BPD,BPD,Human
SLC2A5,-0.15,0.36126,Iwamoto_BA46_BPD,BPD,Human
SLC38A2,-0.27,0.02998,Iwamoto_BA46_BPD,BPD,Human
SLC39A14,-0.13,0.54628,Iwamoto_BA46_BPD,BPD,Human
SLC3A2,-0.01,0.91054,Iwamoto_BA46_BPD,BPD,Human
SLC4A2,-0.11,0.70426,Iwamoto_BA46_BPD,BPD,Human
SLC4A4,0.31,0.07439,Iwamoto_BA46_BPD,BPD,Human
SLC5A1,0.05,0.82185,Iwamoto_BA46_BPD,BPD,Human
SLC5A5,-0.01,0.92488,Iwamoto_BA46_BPD,BPD,Human
SLC6A1,0.11,0.41262,Iwamoto_BA46_BPD,BPD,Human
SLC6A11,0.00,0.99563,Iwamoto_BA46_BPD,BPD,Human
SLC6A3,0.05,0.86079,Iwamoto_BA46_BPD,BPD,Human
SLC7A1,-0.01,0.26159,Iwamoto_BA46_BPD,BPD,Human
SLC7A11,0.26,0.18908,Iwamoto_BA46_BPD,BPD,Human
SLC7A5,-0.03,0.71790,Iwamoto_BA46_BPD,BPD,Human
SLC9A1,-0.32,0.28163,Iwamoto_BA46_BPD,BPD,Human
SLC9A3,-0.20,0.27068,Iwamoto_BA46_BPD,BPD,Human
SLCO1B1,0.18,0.57123,Iwamoto_BA46_BPD,BPD,Human
SLCO1C1,0.38,0.11906,Iwamoto_BA46_BPD,BPD,Human
SLIT1,0.04,0.69289,Iwamoto_BA46_BPD,BPD,Human
SLIT2,-0.09,0.52797,Iwamoto_BA46_BPD,BPD,Human
SLIT3,0.16,0.15061,Iwamoto_BA46_BPD,BPD,Human
SMAD1,0.06,0.49812,Iwamoto_BA46_BPD,BPD,Human
SMAD2,-0.05,0.21726,Iwamoto_BA46_BPD,BPD,Human
SMAD3,-0.11,0.39704,Iwamoto_BA46_BPD,BPD,Human
SMAD4,-0.07,0.48927,Iwamoto_BA46_BPD,BPD,Human
SMAD7,0.20,0.06292,Iwamoto_BA46_BPD,BPD,Human
SMARCA2,-0.09,0.27748,Iwamoto_BA46_BPD,BPD,Human
SMARCB1,-0.05,0.72189,Iwamoto_BA46_BPD,BPD,Human
SMARCC1,0.08,0.40307,Iwamoto_BA46_BPD,BPD,Human
SMARCD1,0.15,0.11218,Iwamoto_BA46_BPD,BPD,Human
SMARCE1,-0.07,0.27602,Iwamoto_BA46_BPD,BPD,Human
SMC3,-0.13,0.32164,Iwamoto_BA46_BPD,BPD,Human
SMO,0.16,0.33835,Iwamoto_BA46_BPD,BPD,Human
SMS,-0.08,0.55157,Iwamoto_BA46_BPD,BPD,Human
SNAI2,0.04,0.82482,Iwamoto_BA46_BPD,BPD,Human
SNAP25,-0.30,0.29244,Iwamoto_BA46_BPD,BPD,Human
SNCA,-0.26,0.20004,Iwamoto_BA46_BPD,BPD,Human
SNW1,-0.03,0.41530,Iwamoto_BA46_BPD,BPD,Human
SOCS1,-0.02,0.45394,Iwamoto_BA46_BPD,BPD,Human
SOCS3,0.30,0.19647,Iwamoto_BA46_BPD,BPD,Human
SOD1,-0.17,0.04412,Iwamoto_BA46_BPD,BPD,Human
SOD2,-0.06,0.19906,Iwamoto_BA46_BPD,BPD,Human
SORBS1,0.09,0.13052,Iwamoto_BA46_BPD,BPD,Human
SORT1,-0.26,0.03418,Iwamoto_BA46_BPD,BPD,Human
SOS1,-0.04,0.63262,Iwamoto_BA46_BPD,BPD,Human
SOX17,0.06,0.74454,Iwamoto_BA46_BPD,BPD,Human
SOX2,0.19,0.45716,Iwamoto_BA46_BPD,BPD,Human
SOX9,0.49,0.01648,Iwamoto_BA46_BPD,BPD,Human
SP1,0.17,0.56166,Iwamoto_BA46_BPD,BPD,Human
SPRY2,-0.10,0.48211,Iwamoto_BA46_BPD,BPD,Human
SQSTM1,-0.05,0.34392,Iwamoto_BA46_BPD,BPD,Human
SRC,0.00,0.37998,Iwamoto_BA46_BPD,BPD,Human
SRD5A2,-0.19,0.45043,Iwamoto_BA46_BPD,BPD,Human
SREBF1,-0.14,0.27405,Iwamoto_BA46_BPD,BPD,Human
SRF,-0.03,0.88107,Iwamoto_BA46_BPD,BPD,Human
SRM,-0.12,0.16597,Iwamoto_BA46_BPD,BPD,Human
SST,-0.92,0.00069,Iwamoto_BA46_BPD,BPD,Human
SSTR1,0.14,0.65740,Iwamoto_BA46_BPD,BPD,Human
STAG1,0.02,0.74824,Iwamoto_BA46_BPD,BPD,Human
STAR,-0.55,0.01996,Iwamoto_BA46_BPD,BPD,Human
STAT1,-0.22,0.17868,Iwamoto_BA46_BPD,BPD,Human
STAT2,-0.07,0.67532,Iwamoto_BA46_BPD,BPD,Human
STAT3,-0.03,0.69298,Iwamoto_BA46_BPD,BPD,Human
STAT5A,-0.12,0.55321,Iwamoto_BA46_BPD,BPD,Human
STEAP3,0.29,0.08579,Iwamoto_BA46_BPD,BPD,Human
STIP1,-0.28,0.08064,Iwamoto_BA46_BPD,BPD,Human
STK11,0.16,0.29731,Iwamoto_BA46_BPD,BPD,Human
STK4,-0.08,0.60060,Iwamoto_BA46_BPD,BPD,Human
STMN1,-0.18,0.21533,Iwamoto_BA46_BPD,BPD,Human
STX1A,-0.16,0.29706,Iwamoto_BA46_BPD,BPD,Human
STXBP1,-0.18,0.27974,Iwamoto_BA46_BPD,BPD,Human
SUCLG2,0.29,0.14203,Iwamoto_BA46_BPD,BPD,Human
SULT2A1,0.06,0.48362,Iwamoto_BA46_BPD,BPD,Human
SYK,-0.02,0.76250,Iwamoto_BA46_BPD,BPD,Human
SYT1,-0.31,0.33291,Iwamoto_BA46_BPD,BPD,Human
TAB1,0.15,0.38881,Iwamoto_BA46_BPD,BPD,Human
TAB2,-0.04,0.63976,Iwamoto_BA46_BPD,BPD,Human
TAC1,-0.24,0.39064,Iwamoto_BA46_BPD,BPD,Human
TACR1,0.00,0.66235,Iwamoto_BA46_BPD,BPD,Human
TALDO1,-0.25,0.02771,Iwamoto_BA46_BPD,BPD,Human
TANK,-0.08,0.30238,Iwamoto_BA46_BPD,BPD,Human
TAP1,-0.03,0.89166,Iwamoto_BA46_BPD,BPD,Human
TAT,-0.04,0.91507,Iwamoto_BA46_BPD,BPD,Human
TBC1D4,0.11,0.26379,Iwamoto_BA46_BPD,BPD,Human
TBK1,-0.12,0.20593,Iwamoto_BA46_BPD,BPD,Human
TBL1X,0.08,0.46048,Iwamoto_BA46_BPD,BPD,Human
